,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
PLIPA1A181pp,,,,2.4847507465037883e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
LPLIPAL1A141pp,,,,,,,,4.626468008215522e-07,3.9418445774036267e-07,3.2407034777253746e-07,3.78642254365008e-07,4.1922317835907363e-07,4.6799018730811436e-07,4.866119961502466e-07,2.4859324744510544e-07,3.7687665102260757e-07,3.7405964560671163e-07,3.907755849288562e-07,3.293205779516921e-07,5.51330664462181e-07,2.5991122397083623e-07,2.9782328983813574e-07,3.723804470445854e-07,2.5076381679100974e-07,3.4483959574251964e-07,1.032855208882022e-06,1.01861482965014e-06,9.784096600166634e-07,7.945930333945245e-07,7.467896402132946e-07
PLIPA1A180pp,,,,2.4847507465037883e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAGLUE,,,,,,,,4.0512382575804475e-07,4.495357551081023e-07,2.642335688821961e-07,3.1014228912453654e-07,2.9206195921689903e-07,1.8871773240724626e-07,2.680793686400333e-07,1.7912132312379173e-07,3.915691362711576e-07,1.8370378926662352e-07,,2.2812067299749412e-07,1.211812860911837e-07,,1.8145090792030146e-07,1.5846305330813954e-07,,1.2394097702233346e-07,1.4938308772328065e-06,1.3313999791391121e-06,8.797333926183568e-07,6.253187021717279e-07,4.6117694579575817e-07
HISt2rpp,8.0507595367295e-07,8.161829220182223e-07,8.776386371301171e-07,8.187683439478606e-07,9.129024396957204e-07,8.401752354697038e-07,8.726830936243277e-07,3.4076801111517037e-07,3.540741207492297e-07,9.843013513810716e-08,1.902728194494987e-07,3.390057299768873e-07,2.239815407666207e-07,3.286805206256867e-07,2.2072256247734664e-07,2.9617361440246815e-07,2.6472939708696143e-07,1.8174057176356668e-07,4.316802600051801e-07,1.0384906166290157e-07,1.2550983329491704e-07,3.5406049145311833e-07,1.5286438035068285e-07,2.3221705222460802e-07,1.5830335961640003e-07,1.9444407571674507e-06,2.369387762867961e-06,2.67205872074701e-06,2.2800708966609265e-06,2.0440227730681385e-06
TDPADGAT,,,,,,,,,,,,,,,,,,,,,,5.134701017020151e-08,,,,,,,,
MALTATr_reverse,,,,,,,,1.7937528089555058e-07,2.3151744572083416e-07,2.847483853891206e-07,1.5150503330893168e-07,1.6678771612135187e-07,1.2944152486252136e-07,1.5002697743947473e-07,3.209517087679788e-07,2.256112734832886e-07,1.3590039608539384e-07,1.9529249064389132e-07,1.0903775341553039e-07,,8.390167329903059e-08,1.202349244358135e-07,,1.4851011480484447e-07,,,,,,
PLIPA2A141pp,,,,2.4847507465037883e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
ALCD19,1.5717515894643453e-06,1.60322698121018e-06,1.441123571706612e-06,1.4886353870953126e-06,1.362905425178143e-06,1.313191141533464e-06,1.2655755462170298e-06,9.254260210147977e-07,8.947411421092006e-07,9.719605849584823e-07,1.1697063690775496e-06,8.522841810600821e-07,1.0665490531706024e-06,1.1968876097957618e-06,9.147981859536509e-07,8.724071240916744e-07,1.280036872357194e-06,1.6247054365103745e-06,8.619762699241106e-07,8.904362666479876e-07,7.77389042177153e-07,9.755400389789943e-07,1.1106152806311996e-06,8.349274013879501e-07,7.835636372948722e-07,3.382819698310031e-06,3.440586325017454e-06,2.713169638882868e-06,2.3422656271577687e-06,2.2344815553744064e-06
PPM2,8.700339269797262e-06,8.150298804006547e-06,6.925701491063065e-06,6.469551956026068e-06,5.59172666634913e-06,5.264723278101935e-06,4.619542997693836e-06,3.7913255148211197e-06,3.4625042775590494e-06,3.910998353582589e-06,2.9027051703002347e-06,2.9569962970678645e-06,2.0665960385219282e-06,2.716532319346433e-06,2.455818872218572e-06,2.3670650057882753e-06,2.2602351569416914e-06,2.6250314655922314e-06,2.4824280567018e-06,4.217916751451222e-06,2.575990583395086e-06,1.793477712373467e-06,4.9932606289406055e-06,2.066306770193916e-06,3.4751260073742907e-06,1.0404936879187701e-05,7.515045643618014e-06,5.942263688594313e-06,4.921183210243246e-06,4.220486104928905e-06
LIPAabcpp,2.7946774067961086e-07,2.9335554296290393e-07,2.84607669414263e-07,3.087638300289294e-07,2.8595354510068743e-07,2.8327742275840593e-07,3.422109212519997e-07,3.361863008545872e-07,3.321319762070356e-07,1.5482880382584518e-07,1.7869936636351688e-07,3.1843769106864765e-07,2.3577639904207358e-07,1.8053556653980368e-07,1.9441216778070082e-07,3.031453426968781e-07,2.2355901061508902e-07,2.4625990426694085e-07,2.8349067644748044e-07,1.6046285196506343e-07,2.530937621249562e-07,2.6853529542428365e-07,1.4055073461296348e-07,2.9039031377018696e-07,1.1380956200688387e-07,3.46599760244537e-07,3.459959279096163e-07,3.1449600777124805e-07,3.074512971971721e-07,2.499362672959662e-07
IGPDH,4.057150616298074e-06,3.938812404997054e-06,4.053481179697453e-06,4.3928756770385075e-06,4.766399705266679e-06,4.888750054882887e-06,4.824058553318192e-06,2.5610171324199966e-06,3.2090204952954244e-06,3.1449373087707415e-06,1.8888575531783285e-06,2.7756578989869623e-06,2.969707806373968e-06,2.7554208650632802e-06,2.827421503912562e-06,2.4853539164364046e-06,4.3389775268532115e-06,3.577706584405718e-06,3.0077696705157924e-06,2.195114500693252e-06,2.8779969289222292e-06,4.950255752744168e-06,2.200587601462205e-06,3.271438472189134e-06,4.007531866436167e-06,3.833379258883431e-06,4.3235904761166315e-06,5.1180325514274255e-06,6.468906123367733e-06,6.62308464621751e-06
TDPDRR,2.1471199904539216e-06,1.9745140920354146e-06,2.0409618236014918e-06,2.3913637809027304e-06,2.3903212725503667e-06,2.3048758563065656e-06,2.403432106064456e-06,6.210468532409067e-07,7.618060988243539e-07,7.382601669484123e-07,1.1082729923943033e-06,9.390221800033924e-07,9.574768057394093e-07,1.2331017012732954e-06,1.3317077463950892e-06,1.0255354703487837e-06,1.0953419441569885e-06,1.0389613871274521e-06,1.0048346200415246e-06,1.2239147574689415e-06,1.2293615127003056e-06,1.349054987701568e-06,1.1503899020099412e-06,1.187723922970475e-06,1.2673387042825902e-06,1.0120733126884978e-06,1.2732811169029857e-06,1.4470338712764449e-06,1.3559558274258913e-06,1.5754488811696005e-06
UGLT_reverse,3.156778984390622e-07,3.241765645505642e-07,3.033224381278728e-07,2.7958175363064205e-07,3.6296221153186484e-07,2.564832016611738e-07,2.3497766286494194e-07,2.0268109031354626e-07,2.2067942945302497e-07,1.8011143673293613e-06,2.2324294005550028e-07,2.403588155393058e-07,3.459154169316268e-07,2.3715475332469985e-07,2.256179732029642e-07,2.876846229255282e-07,2.8020641274212834e-07,2.6209906684014736e-07,2.0447618503777022e-07,2.3752902780486513e-07,2.453204127715853e-07,2.669052316093566e-07,1.9689811489951446e-07,1.8655563185306356e-07,2.8427061964182335e-07,,,,,
PSSA120,1.8593452477935848e-06,1.945691424363875e-06,1.7430526636446266e-06,1.6141747133490674e-06,1.3999071587451004e-06,1.305037246722042e-06,1.0760505446555155e-06,1.7775976456089406e-06,1.3504216653691413e-06,7.453185388875316e-07,6.180530239678441e-07,1.3526263630236197e-06,9.214682708336324e-07,7.828226612334404e-07,8.160903226773538e-07,7.95314789728695e-07,7.368546160259804e-07,7.529606236966898e-07,1.0911070713629224e-06,3.1755304423388466e-07,4.765910827443859e-07,5.24402160112993e-07,4.0037381183186914e-07,6.837313206788972e-07,4.071140267041498e-07,4.783056563630114e-06,4.8938094777268365e-06,3.292798361045589e-06,2.6877583614549507e-06,2.115476266033766e-06
GALM2pp,3.936522170627009e-06,3.901717833283426e-06,4.444855442670603e-06,3.704777795932048e-06,3.7767441966235475e-06,3.646514627368305e-06,3.5897035326449468e-06,2.217044572509852e-06,2.420748347817089e-06,7.054182453839418e-06,2.472430875702869e-06,2.3272285247061994e-06,2.149502218106553e-06,2.4628950035986976e-06,2.4677160855358097e-06,2.735855988458413e-06,2.7803734330671208e-06,2.6455022966435233e-06,2.183748041470067e-06,3.2402782942613583e-06,2.4433747184407068e-06,2.1972197140119703e-06,2.430236235778499e-06,2.1740344026937203e-06,4.532389821311533e-06,4.342913110834097e-06,4.204534867414748e-06,3.794331434558553e-06,3.917613869604882e-06,3.6269189197017626e-06
PGAMT,4.564468323602993e-06,4.433327122154926e-06,4.208581079199588e-06,4.681904680973258e-06,4.860551925932221e-06,4.604962751780453e-06,4.6417520224382955e-06,2.9983983171224933e-06,2.8877991113579904e-06,2.1203349305114712e-06,1.5940736082246036e-06,2.6270690185153076e-06,2.2435390403982185e-06,1.9903090341257448e-06,1.8559652774891141e-06,2.3837741066591753e-06,2.104569163276977e-06,2.279600486874757e-06,2.699904968900969e-06,2.0119087402952406e-06,2.3796548964790832e-06,1.926753147328697e-06,2.3252010093741878e-06,2.4343180986388877e-06,2.709055946672761e-06,4.841980535646134e-06,4.9851391183836066e-06,4.959778160316933e-06,4.5653750068911665e-06,4.406466464084511e-06
