,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b2587,1.3197563122372465e-06,2.8435866941744502e-06,1.5307467833814318e-06,6.765378946096488e-07,2.0237139327754217e-06,1.5575440774806044e-06,1.3350405563924849e-06,9.497621333699152e-07,1.2192980193207432e-06,1.5882215983219222e-06,1.5579586446723735e-06,1.2035328695829847e-06,1.071592801358917e-06,1.083053259660352e-06,9.211354688415054e-07,6.20980520230648e-07,8.321683405566476e-07,8.209815555801877e-07,6.465185959441144e-07,4.574768076933101e-07,8.093786248005058e-07,6.456307604333873e-07,,6.818724643479155e-07,,5.71430464220386e-07,,2.5109361260456445e-07,2.5360958066673443e-07,1.1004844303931511e-06,1.007862936904459e-06,3.3297300399252355e-07,2.4516467917110297e-07,7.483118008909077e-07,2.732341315516603e-07,2.863052790116584e-07,2.614071312966225e-07,5.890054086307562e-07,1.773376276547692e-07,2.974560422592786e-07,6.161970552858102e-07,4.3399096401431056e-07,4.3390078594756626e-07,2.2046613096888113e-07,2.754341008947591e-07,2.2154118774458942e-07,2.4609207072527084e-07,7.516035257722467e-08,,2.77557917918554e-07,6.449919070016857e-08,2.7148996161765253e-07,,2.1107965654381302e-06,2.59361083656855e-06,1.7882494598679382e-06,1.1037551888739722e-06,6.4710698559012e-07
b2592,0.00324680257330526,0.005776200638354571,0.002477755117975926,0.0012011267010333454,9.557846870808628e-06,1.0076713732494249e-05,1.0173242332954399e-05,1.046697728793719e-05,1.02684195715873e-05,9.06870797715471e-06,8.796746703537647e-06,9.496456242305578e-06,8.458666641616984e-06,8.117902981304391e-06,8.274833377852608e-06,8.478482983935638e-06,8.030209007311014e-06,6.8503060265009615e-06,7.289915819766393e-06,8.273327593819939e-06,7.881592316633515e-06,7.2183191939815406e-06,6.733531908866617e-06,6.4603462470949875e-06,6.386533153186377e-06,6.215485403638785e-06,5.973030410868216e-06,0.002689472301798102,0.0024654043375285464,0.0008905238764433912,0.0009179231266820309,0.0005739613959502098,0.0006832105584546976,0.0008354595671659427,0.0007884886507878764,0.00074422010382325,0.0006021644626354898,0.0009105880341692987,0.0007513332498092045,0.0006941152566222474,0.000805051005383976,0.0006939727072333414,0.0006477180321703803,0.000668459262374189,0.001088102364063216,0.0006599085030869879,0.001508640912159624,0.0073410111679140765,0.006541392783692861,0.0008001203853083592,0.010934355348660527,0.001179568168318233,0.007877129559984758,9.365137598454089e-06,7.952421531545644e-06,7.901095783077375e-06,6.368720275132125e-06,5.903014586824461e-06
b2593,1.1118464132458953e-07,2.4015820340812757e-07,1.091014441997145e-07,6.316373878393713e-08,,,,,,,,,,,,,,9.055613555186063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.555955284308897e-07,5.259379637160134e-07,4.151850496192908e-07,4.214749697747158e-07,3.719103989499671e-07
b2594,3.0020376667026425e-06,6.0965353993020394e-06,2.3324812116643168e-06,1.6013902142994155e-06,7.657931158685412e-07,1.6953785396877216e-06,1.2718224540673103e-06,,,9.376602697088264e-07,9.074040658626681e-07,,1.000965092146424e-06,9.383091976278111e-07,9.90864114465172e-07,,1.082155030213564e-06,1.0777407349701666e-06,1.0275092465596463e-06,1.2177509301095265e-06,1.2224324687546881e-06,1.0782393354921926e-06,,1.1809346000138983e-06,,1.1432576542785485e-06,,3.943465441443678e-07,3.5390235754498543e-07,5.627293619472402e-07,5.42723341410783e-07,3.5972651053596004e-07,6.932476520520027e-07,5.676652940271027e-07,5.350960874623123e-07,4.892072073009889e-07,3.432443560165082e-07,4.5487166094987713e-07,3.8358982766038587e-07,3.705715989750669e-07,5.148287955913928e-07,4.7532858980996374e-07,3.346327700752823e-07,6.923696053902569e-07,5.207109327303338e-07,3.3470875118962715e-07,6.179656588673485e-07,3.410310842669341e-07,2.4943620087547395e-07,6.984406169870418e-07,3.2196064114718966e-07,6.014395261343968e-07,3.051823094860592e-07,1.2442971648267876e-06,1.2622108574294377e-06,1.0585684024773993e-06,1.1711328135788844e-06,1.1827062666648662e-06
b2595,4.478659254570646e-06,8.496773462941415e-06,4.5634428273924615e-06,2.548466742065464e-06,4.479609031036805e-06,4.585745880182921e-06,5.041449497225413e-06,5.230725718010169e-06,5.5232885785597854e-06,4.803602220143798e-06,4.812310971625418e-06,6.09315856254884e-06,5.006664603350444e-06,5.2735019126671246e-06,5.764642925860396e-06,6.067863392012037e-06,5.478401281647274e-06,5.403434458500633e-06,5.700158920907783e-06,6.109822369952157e-06,6.0478497368333906e-06,6.327541181536453e-06,6.042147696988377e-06,5.929497180571393e-06,5.693862998316776e-06,6.118039182014185e-06,6.293910805505044e-06,1.714412087163404e-06,1.591790093733395e-06,1.0608115866338815e-06,1.1741103650124604e-06,1.4395435725125348e-06,1.39704049198197e-06,1.2383804466005841e-06,2.818810105877261e-06,2.1613354300368747e-06,1.7569453561585947e-06,2.0263145832003377e-06,2.0691931274937382e-06,1.7682109178746004e-06,1.445624742100807e-06,2.3006228387842522e-06,1.971545037620428e-06,2.430053068272363e-06,1.7931381661380903e-06,1.9725189607412677e-06,1.7521269127718545e-06,3.3157272166521645e-06,2.4986121468936595e-06,2.3900645533460945e-06,2.5799795238368243e-06,2.471278839247525e-06,2.2896232656778844e-06,2.6549501379242542e-06,3.1167309160549336e-06,3.011211215527524e-06,2.8915517744907194e-06,3.223760197419644e-06
b2597,2.78628633121908e-05,4.656781152590277e-05,7.450732839912796e-06,2.5408196961857846e-06,1.1730272122974886e-05,1.2354658049029417e-05,1.1675410266097315e-05,1.1720142815989403e-05,1.3729345491654291e-05,1.0972890763443198e-05,8.346949143015178e-06,1.3146419589074488e-05,8.279269892858887e-06,6.635068096800336e-06,1.1551884373056762e-05,8.230764688481054e-06,4.877668133559727e-06,,5.052349106852273e-06,8.59906098433434e-06,7.537824242336294e-06,6.42224983349936e-06,4.544307655859087e-06,4.507339636233468e-06,2.4128666721362097e-06,4.147861342947265e-06,1.7671560364913445e-06,6.565701704639568e-06,8.662886882861358e-06,3.4321512110405996e-06,3.639444569931274e-06,4.949262096885316e-06,4.862797436612698e-06,3.62844527365948e-06,5.053110511551191e-06,4.391334996321633e-06,6.651790476552883e-06,4.643036603035542e-06,7.099928448894945e-06,7.656548261921839e-06,3.868717105916338e-06,2.2704492576515604e-06,4.744845231052356e-06,3.81567818330012e-06,1.686917944537262e-06,5.506162104490604e-06,7.068468742287185e-06,2.6302433315537452e-06,2.846071600631982e-06,5.005804215850902e-06,8.575418405602125e-06,1.6765332056455933e-05,4.795815984046685e-06,1.5891609071084272e-05,1.6115177993088697e-05,8.686279095919384e-06,7.828333986719418e-06,6.911666182948407e-06
b2599,6.962140087517446e-06,9.79691401049861e-06,5.976874439302889e-06,3.433097047819728e-06,1.6489080145753872e-05,1.6853330246365813e-05,1.0329825894643772e-05,9.02352129327679e-06,9.762209063923112e-06,1.4224652987406378e-05,1.2478325357925663e-05,7.939434577465566e-06,1.0039938138398769e-05,9.04764047614829e-06,6.8892471851843826e-06,6.572332181105855e-06,7.325201240886699e-06,6.6304464587047245e-06,6.4849684991919766e-06,5.2721215232246875e-06,4.750703210622319e-06,4.013023620168267e-06,3.550838719165147e-06,3.3000006074965904e-06,3.388515764332058e-06,3.3097074275834035e-06,2.668471684896672e-06,8.625053013126479e-07,9.820766834672762e-07,8.925171587616142e-06,7.5980783957497646e-06,5.0263121957304125e-06,2.350942435274783e-06,5.486802183579784e-06,2.2765485413738887e-06,2.4649355131294337e-06,2.7205611239696985e-06,2.9145665443247615e-06,2.79180965153153e-06,2.8781721613019253e-06,3.7785350834053982e-06,1.2452508880606765e-06,1.6366417333449122e-06,2.806066266972162e-06,1.3674329352502438e-06,2.4774295513798535e-06,1.9303047315102284e-06,6.974095737131052e-07,7.329427185857115e-07,1.4168644581127818e-06,2.100922550637546e-07,7.946471061813151e-07,1.732324798769333e-07,2.498960118069715e-06,2.59361083656855e-06,2.669995626936031e-06,2.200616625257598e-06,2.3237481022201977e-06
b2600,1.3761772736497728e-06,1.923656653475923e-06,1.7573123528667637e-06,1.746092938506689e-06,1.1069655132242735e-06,1.1253706257836485e-06,4.1878530587792415e-07,,4.6563475028220956e-07,1.2085046705201049e-06,1.2201978769737464e-06,4.531663369213513e-07,1.5630154752626e-06,2.0448193014128484e-06,4.296614430826631e-07,,2.4923661220665143e-06,2.7660609528022667e-06,2.7461851414744166e-06,4.886702550543406e-07,5.102783039883465e-07,4.6775707456345333e-07,4.026197281062081e-07,3.483022174326966e-07,4.2685823243265193e-07,3.22715513305401e-07,,5.999640340252099e-07,3.908870880588842e-07,8.432200750676857e-07,9.2679554290127e-07,1.4378359018821028e-06,1.8956616059377621e-06,1.0620320518429865e-06,4.563462871163917e-06,1.1704006074404764e-06,1.1497388935265162e-06,1.4472001940506311e-06,2.350123834071946e-06,1.3817810959622199e-06,1.9517365033652764e-06,8.32181235531077e-07,8.069494124559817e-07,2.5088985462769855e-06,1.2072696714427535e-06,3.0697360326104387e-06,2.087442978399851e-06,1.0310269387568452e-06,2.9039957240971947e-06,4.305261484556042e-07,2.5203695193000213e-07,5.871647795998472e-07,1.879705129750575e-07,6.030775445021452e-07,5.314730934527875e-07,5.343916164049047e-07,1.1849706379208192e-06,1.1127623545365407e-06
b2601,1.5750422139643136e-06,1.2238112126168128e-06,4.537819959010251e-06,3.1102376280527575e-06,1.958792115776218e-06,1.9422972832153624e-06,4.384438866242341e-07,,5.56882066419007e-07,2.1185253523592675e-06,2.1204718257418726e-06,,1.989063842896239e-06,2.7691179446984517e-06,5.929447240095316e-07,5.662159825062974e-07,3.1214964576525536e-06,3.6851314958145468e-06,3.7314572195390222e-06,4.781722003695727e-07,6.395715627774852e-07,4.79653472786688e-07,1.5325897375832414e-06,3.6637855886911005e-07,6.550619295140007e-07,6.425553719251607e-07,,3.9091853765966137e-07,2.601510976283764e-07,9.366816676087157e-07,1.1098322194241365e-06,2.5366194923273435e-06,3.1135432939100816e-06,1.4215219551260412e-06,8.54402626168429e-06,2.063410783333676e-06,2.5134715977362033e-06,2.1057884445839973e-06,3.7748098096398073e-06,1.9721568138232282e-06,2.301933069104192e-06,1.1418346811181485e-06,5.902875892957807e-07,3.679018594120423e-06,7.99219151598666e-07,5.74111612197203e-06,2.6888775451003245e-07,1.9334543632959753e-06,6.16365267352521e-06,5.404798649689234e-07,3.3879324071206214e-07,5.32716650254425e-07,3.5401286394037655e-07,1.6706027932808696e-06,,,,
b2602,3.686592771852835e-07,2.0769486870977104e-06,2.2185318091946502e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2606,2.6843521232338863e-05,5.4306223520798406e-05,2.3284869207685787e-05,1.6857526186294316e-05,6.400997460461442e-05,6.275727779483093e-05,6.05405272976794e-05,6.359319397668678e-05,6.397121146599667e-05,6.906225549836499e-05,7.811841362791667e-05,7.903542118018761e-05,8.381703558801806e-05,9.320141830400781e-05,8.838785448197432e-05,9.536676638399385e-05,9.887496928728373e-05,0.00010263785197916829,0.00010443001108499398,0.00010599845791320907,0.00011003798433687372,0.00012052306361831045,0.00012132220979555655,0.00012202257283962367,0.0001352164984956473,0.00013201426560807393,0.0001383458537141292,1.0783879408871433e-05,8.487115064118009e-06,8.25841356726676e-06,9.8455152512843e-06,5.555257481271325e-06,6.257081302717855e-06,1.0666488532370684e-05,8.485152609029515e-06,8.764860108486645e-06,8.647128682509181e-06,1.2363851174764704e-05,9.952750325934096e-06,7.93334286948875e-06,1.5352418409278996e-05,6.3568863877893855e-06,1.2658962546611496e-05,9.750368453665603e-06,9.836301649418404e-06,1.4604446610391786e-05,1.4169459326773964e-05,1.0033563220090997e-05,1.8707572920572287e-05,1.6632480208463904e-05,1.4753493966603809e-05,1.937805639156223e-05,2.810839519056306e-05,4.557092440030503e-05,4.707502042723149e-05,5.14106372306853e-05,6.370622346987125e-05,6.759928149118935e-05
b2607,4.944086668621705e-07,5.613603836259004e-07,3.3707027745578275e-07,2.3203506617774335e-07,,,,,,,,,,,,,,,,,,,,,,,,9.922349045182877e-08,1.549207334281168e-07,1.0042685149209035e-07,1.378702114067956e-07,7.511473879727402e-08,1.4540107601027576e-07,1.0818662667330933e-07,1.4634883024030365e-07,1.5912012185314418e-07,9.68160113225721e-08,1.5184155343141904e-07,1.7851937022942478e-07,1.0227791380003133e-07,1.3017562635420759e-07,1.1912522616941035e-07,6.606445169697959e-08,2.1525701399509245e-07,6.455647744503051e-08,7.706002179605768e-08,1.429036087929166e-07,1.65802295297002e-07,1.7785193442864885e-07,1.6832680319854748e-07,2.3481178997245076e-07,2.7702626429991005e-07,3.6523084997904277e-07,,,,,
b2608,2.771240597128659e-06,3.3233523761501424e-06,3.294504634791607e-06,1.7222822237610085e-06,1.5592966295684203e-06,1.6670083272711345e-06,1.6608476536434865e-06,1.8922169579912952e-06,1.6158819136482686e-06,1.606305258310899e-06,1.904864916454246e-06,1.8395957202353122e-06,1.8622609039047598e-06,1.9373515701150814e-06,1.9409923578583678e-06,2.0556262558019004e-06,1.759225006816219e-06,1.8817619083495815e-06,1.957750898840069e-06,1.7875096404666502e-06,1.8869575185425296e-06,2.0714641918048124e-06,2.1601126025159405e-06,2.2832274453111837e-06,2.2660853909027448e-06,2.3360133293083498e-06,2.543262046569545e-06,4.4721332305071464e-07,5.364672900561949e-07,5.974497212051861e-07,6.249277594420676e-07,7.513978463318701e-07,8.255656941389945e-07,7.577886139250812e-07,8.798038397240977e-07,1.0604706328185767e-06,9.335021655786201e-07,1.0069057831708836e-06,9.804270089537852e-07,8.447743976017869e-07,8.749957031677561e-07,8.830597007882923e-07,1.1123464532927153e-06,1.3740906417286535e-06,8.881281390242905e-07,9.529059037626775e-07,1.3168137809413696e-06,1.0628623213035025e-06,1.2833427148302534e-06,1.6799966165939325e-06,1.597467229941763e-06,1.977949698330008e-06,2.0327175360269497e-06,8.425826082123548e-06,8.976571490932556e-06,8.649294365405486e-06,8.23078823794413e-06,7.787877220279726e-06
b2609,8.434713015476489e-05,0.00015243563378404342,6.509172484845485e-05,4.291247806035987e-05,9.108320307318793e-05,9.30131595005138e-05,8.96960226327232e-05,9.440798926023274e-05,9.470603323637024e-05,9.716197183317173e-05,0.00010976058543031152,0.0001191817909441326,0.00012211655006023713,0.00012804577997342406,0.0001311591355919973,0.00013547358220574262,0.0001362209859215496,0.00014003593005218498,0.00014299992093513958,0.00015232024482774258,0.000152613521779392,0.00017198661495468838,0.00016728797907594173,0.00017783590648394872,0.00017783045317294288,0.00018812248874879598,0.0001966319189894401,0.00012283198241439848,8.857924727040776e-05,4.407168286754485e-05,4.951422727150468e-05,8.229615409755149e-05,6.0562632953903924e-05,5.2280453515858596e-05,7.038843336554975e-05,8.069139469134644e-05,0.00010138026994177429,0.000103363938427117,9.876179125205644e-05,9.429665317517671e-05,7.193923380332547e-05,0.00012956369810734672,0.00012584433981569886,0.0001153123088955833,0.00011972018492100853,0.00012256786611710454,0.00012094597877254132,0.00012069861971208272,0.00013701116303302597,0.00012952306062123585,0.00017379549609094076,0.00016021967299759991,0.0002004661260615142,9.149539263270618e-05,9.910745400480147e-05,0.00011623913341436809,0.00012704451177033077,0.00013000359212761014
b2610,2.45929734159681e-06,4.789241774582263e-06,2.45146083677754e-06,1.423088761831748e-06,2.4548019708431446e-06,2.5119139179821635e-06,2.401296405142861e-06,2.7899615610127734e-06,2.6801799962040956e-06,2.5034078574289536e-06,2.522662735350231e-06,2.7165359830058555e-06,2.697531451364596e-06,2.6801968331866564e-06,2.882182990289418e-06,3.0577706619921123e-06,2.6954064580211495e-06,2.8751744649245442e-06,3.0126645908676193e-06,3.2281137274643367e-06,2.9080270447467466e-06,3.024873035972286e-06,2.8804352593574704e-06,2.9854847663541403e-06,3.1116171619791518e-06,3.2092058225496806e-06,3.3475607583725066e-06,9.131391585638186e-07,1.1016480656219049e-06,1.1605763412675063e-06,1.0726974985065311e-06,1.0923627488748164e-06,1.0251147784437982e-06,1.0974652687185472e-06,1.2517645580353081e-06,1.222047290417462e-06,1.015963506406951e-06,1.0805218563181932e-06,1.3580128219203568e-06,1.2929407388578692e-06,1.3768798898444896e-06,1.1798176828309079e-06,1.3818886947918582e-06,1.6390291659091305e-06,1.2003142648545015e-06,1.3950022917680333e-06,1.4385765037353816e-06,1.368954995747103e-06,1.5192893468300248e-06,1.352960183155106e-06,1.604152686447387e-06,1.9533882199049077e-06,1.8660865870287372e-06,3.164433670513676e-06,3.125033610660094e-06,3.0708396586009525e-06,3.010758341276334e-06,3.6209812350750416e-06
b2614,1.9535355900012916e-05,3.0387362463999708e-05,1.5108759274777254e-05,7.977192549357479e-06,2.0061902975213834e-05,2.0783079293516588e-05,2.0391692109918274e-05,1.9907587001529613e-05,2.0212029195445153e-05,2.069136362599005e-05,2.0581250949408533e-05,2.07603987969852e-05,1.9618505050371907e-05,1.932864925801772e-05,2.0280957656601343e-05,2.2507120507891938e-05,1.95860911328838e-05,1.994630731569648e-05,1.994144992759131e-05,2.1415523842345224e-05,2.0321387467518266e-05,2.121924746162235e-05,2.1473048405155324e-05,2.0077133368358798e-05,2.027030025685784e-05,1.983868064059361e-05,2.1228020056441663e-05,1.9386760453450038e-05,1.92071203338111e-05,7.229594500833943e-06,8.177718730072775e-06,7.979876549184061e-06,9.266222861039457e-06,8.041558086708225e-06,9.14991162654382e-06,1.0198545877708532e-05,9.28667216101008e-06,1.1477788682030261e-05,1.121820601974917e-05,9.63114480235081e-06,9.301019508580648e-06,1.492820341816868e-05,8.911865481633015e-06,1.0462777213128495e-05,1.5698112235875627e-05,9.815828397361545e-06,2.1972253029380938e-05,8.447949827950228e-06,8.990022964924604e-06,1.4783355357591566e-05,1.4840083713764738e-05,1.9740109473963166e-05,1.2495451510526127e-05,1.4210590170026018e-05,1.343577264560015e-05,1.2737541188986737e-05,1.2994824083024237e-05,1.3443974701482823e-05
b2615,7.426873675902871e-07,1.3190557672174403e-06,5.713950366248086e-07,2.7669488277348073e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.060114966636272e-07,5.204028339792396e-07,3.864023749880662e-07,3.385486624455931e-07,3.124329139602687e-07
b2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2617,1.060643299502731e-05,2.6887838215647803e-05,7.258294926965052e-06,4.649338585588315e-06,,,,,9.8552790024797e-07,,,1.0528751517411097e-06,,,,,,,,,,,,,,,,8.352825268799686e-06,7.240075494103453e-06,4.1751563056109035e-06,3.995792738736696e-06,3.7698081458584616e-06,3.4337494552832963e-06,4.022970032208252e-06,4.874959845005059e-06,4.734596245244619e-06,4.345778973989564e-06,5.208898946666947e-06,4.6034400788426705e-06,4.296854122175971e-06,3.688016351414018e-06,8.059989356324952e-06,5.801353425416912e-06,4.828674253852545e-06,8.98001381610922e-06,5.142978714759525e-06,6.563755417600873e-06,3.127767629287652e-06,2.387710549034618e-06,3.6009875003648047e-06,2.263562339507465e-06,3.5037171833047004e-06,2.2481559572036794e-06,,,,,
b2618,6.256552772076398e-07,8.36481024011394e-07,5.186552876720705e-07,2.825883241940418e-07,,,,,,,,,,,,,,,,,,,,,,,,1.2441462067430574e-07,9.460039913759141e-08,1.5071972886115138e-07,1.5741734788980856e-07,1.674200286075646e-07,1.841251061845443e-07,1.2523231029451095e-07,1.471740677646954e-07,1.6585578438178825e-07,2.1762148556350923e-07,1.394345658881991e-07,1.7030435329915766e-07,1.47126950544622e-07,1.5638284758171796e-07,1.9902299330498768e-07,2.0887043819348095e-07,2.245767266760884e-07,1.4821026878175404e-07,2.580227246460542e-07,2.2748403848022835e-07,8.609642708745686e-08,1.0326840661957593e-07,1.1474916477802949e-07,8.957560051130014e-08,1.5956750357930287e-07,2.2380574615412994e-07,,,,,
b2619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.994293908119986e-08,,,,,,,,,,,,,9.694142175027718e-08,,5.784954734496477e-08,9.272158066659211e-08,,,5.379139716919427e-08,8.373767149290044e-08,,2.1571898269215365e-07,2.8440409139130825e-07,3.0128140487590567e-07,,,,,
b2620,2.834086197898214e-06,5.05318717623682e-06,2.313164714616033e-06,1.5371334973517558e-06,1.0769797617250502e-06,1.0474532129302302e-06,,,,6.207016118967091e-07,1.1362538108122205e-06,,5.65461547008216e-07,1.1995633938644499e-06,8.533127180299523e-07,,,2.4679545833192357e-06,,,,8.915266858419148e-07,,9.210109934727821e-07,,9.421746545687068e-07,,7.860827714242344e-07,1.048057945897684e-06,5.959666242422227e-07,6.099287190714387e-07,4.959303200192256e-07,4.526335933759549e-07,5.819014799788813e-07,6.497839756082689e-07,5.311268011557266e-07,5.057485877529449e-07,7.545599482941552e-07,6.542088772565179e-07,5.091976271278114e-07,7.128326761718334e-07,6.409135559661117e-07,6.180985050797672e-07,5.854055265781427e-07,5.683168267121442e-07,6.626345884819176e-07,9.430152239463567e-07,3.2741131049038727e-07,3.1694090328928893e-07,6.297014791213847e-07,3.0735256180749825e-07,7.076262807582887e-07,3.147383716671451e-07,,,,,
